,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,year,month,day
3935,Walmart,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,1798.0,665.0,Online,2020,4,18
3936,Walmart,2020-04-19,Northeast,New York,New York,Men's Street Footwear,56.0,360,2016.0,1250.0,Online,2020,4,19
3937,Walmart,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,1350.0,594.0,Online,2020,4,20
3938,Walmart,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268,1260.0,592.0,Online,2020,4,21
3939,Walmart,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,47.0,252,1184.0,545.0,Online,2020,4,22
3940,Walmart,2020-04-23,Northeast,New York,New York,Men's Apparel,58.0,252,1462.0,585.0,Online,2020,4,23
3941,Walmart,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652.0,661.0,Online,2020,4,24
3942,Walmart,2020-04-25,Northeast,New York,New York,Men's Apparel,64.0,236,1510.0,634.0,Online,2020,4,25
3943,Walmart,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,749.0,Online,2020,4,26
3944,Walmart,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.0,299,1794.0,1076.0,Online,2020,4,27
3945,Walmart,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447.0,622.0,Online,2020,4,28
3946,Walmart,2020-04-29,Northeast,New York,New York,Women's Street Footwear,52.0,258,1342.0,644.0,Online,2020,4,29
3947,Walmart,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,50.0,252,1260.0,617.0,Online,2020,4,30
3948,Walmart,2020-05-01,Northeast,New York,New York,Men's Apparel,64.0,254,1626.0,683.0,Online,2020,5,1
3949,Walmart,2020-05-02,Northeast,New York,New York,Women's Apparel,66.0,263,1736.0,642.0,Online,2020,5,2
3950,Walmart,2020-05-03,Northeast,New York,New York,Men's Street Footwear,62.0,312,1934.0,1238.0,Online,2020,5,3
3951,Walmart,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51.0,300,1530.0,643.0,Online,2020,5,4
3952,Walmart,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539.0,723.0,Online,2020,5,5
3953,Walmart,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,54.0,225,1215.0,559.0,Online,2020,5,6
3954,Walmart,2020-05-07,Northeast,New York,New York,Men's Apparel,60.0,261,1566.0,673.0,Online,2020,5,7
3955,Walmart,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290,1972.0,690.0,Online,2020,7,18
3956,Sports Direct,2020-07-19,Northeast,New York,New York,Men's Street Footwear,24.0,234,562.0,264.0,Online,2020,7,19
3957,Sports Direct,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,34.0,225,765.0,375.0,Online,2020,7,20
3958,Sports Direct,2020-07-21,Northeast,New York,New York,Women's Street Footwear,33.0,210,693.0,319.0,Online,2020,7,21
3959,Sports Direct,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,34.0,175,595.0,327.0,Online,2020,7,22
3960,Sports Direct,2020-07-23,South,Texas,Houston,Men's Apparel,36.0,154,554.0,238.0,Online,2020,7,23
3961,Sports Direct,2020-07-24,South,Texas,Houston,Women's Apparel,34.0,203,690.0,442.0,Online,2020,7,24
3962,Sports Direct,2020-07-25,South,Texas,Houston,Men's Street Footwear,23.0,213,490.0,245.0,Online,2020,7,25
3963,Sports Direct,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,33.0,255,842.0,379.0,Online,2020,7,26
3964,Sports Direct,2020-07-27,South,Texas,Houston,Women's Street Footwear,32.0,176,563.0,253.0,Online,2020,7,27
3965,Sports Direct,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,34.0,175,595.0,357.0,Online,2020,7,28
3966,Sports Direct,2020-07-29,South,Texas,Houston,Men's Apparel,38.0,125,475.0,214.0,Online,2020,7,29
3967,Sports Direct,2020-07-30,South,Texas,Houston,Women's Apparel,34.0,196,666.0,420.0,Online,2020,7,30
3968,Sports Direct,2020-07-31,South,Texas,Houston,Men's Street Footwear,29.0,254,737.0,331.0,Online,2020,7,31
3969,Sports Direct,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,39.0,236,920.0,414.0,Online,2020,8,1
3970,Sports Direct,2020-08-02,South,Texas,Houston,Women's Street Footwear,32.0,182,582.0,285.0,Online,2020,8,2
3971,Sports Direct,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,37.0,174,644.0,373.0,Online,2020,8,3
3972,Sports Direct,2020-08-04,South,Texas,Houston,Men's Apparel,41.0,125,513.0,205.0,Online,2020,8,4
3973,Sports Direct,2020-08-05,South,Texas,Houston,Women's Apparel,39.0,189,737.0,442.0,Online,2020,8,5
3974,Sports Direct,2020-08-06,South,Texas,Houston,Men's Street Footwear,27.0,234,632.0,303.0,Online,2020,8,6
3975,Sports Direct,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,38.0,225,855.0,385.0,Online,2020,8,7
3976,Sports Direct,2020-08-08,South,Texas,Houston,Women's Street Footwear,34.0,203,690.0,317.0,Online,2020,8,8
3977,Sports Direct,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,36.0,163,587.0,346.0,Online,2020,8,9
3978,Walmart,2020-08-10,South,Texas,Houston,Men's Apparel,42.0,147,617.0,259.0,Online,2020,8,10
3979,Walmart,2020-08-11,South,Texas,Houston,Women's Apparel,39.0,232,905.0,552.0,Online,2020,8,11
3980,Walmart,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268,777.0,373.0,Online,2020,8,12
3981,Walmart,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,38.0,259,984.0,453.0,Online,2020,8,13
3982,Walmart,2020-08-14,South,Texas,Houston,Women's Street Footwear,33.0,225,743.0,356.0,Online,2020,8,14
3983,Walmart,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,39.0,189,737.0,428.0,Online,2020,8,15
3984,Walmart,2020-08-16,South,Texas,Houston,Men's Apparel,42.0,168,706.0,282.0,Online,2020,8,16
3985,Walmart,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276,1021.0,643.0,Online,2020,8,17
3986,Walmart,2020-08-18,South,Texas,Houston,Men's Street Footwear,39.0,238,928.0,436.0,Online,2020,8,18
3987,Walmart,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,42.0,238,1000.0,450.0,Online,2020,8,19
3988,Walmart,2020-08-20,South,Texas,Houston,Women's Street Footwear,37.0,232,858.0,421.0,Online,2020,8,20
3989,Walmart,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,38.0,203,771.0,440.0,Online,2020,8,21
3990,Walmart,2020-08-22,South,Texas,Houston,Men's Apparel,41.0,169,693.0,312.0,Online,2020,8,22
3991,Walmart,2020-08-23,South,Texas,Houston,Women's Apparel,47.0,250,1175.0,752.0,Online,2020,8,23
3992,Walmart,2020-08-24,South,Texas,Houston,Men's Street Footwear,37.0,238,881.0,396.0,Online,2020,8,24
3993,Walmart,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,42.0,238,1000.0,460.0,Online,2020,8,25
3994,Walmart,2020-08-26,South,Texas,Houston,Women's Street Footwear,37.0,319,1180.0,531.0,Online,2020,8,26
3995,Walmart,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,36.0,210,756.0,454.0,Online,2020,8,27
3996,Walmart,2020-08-28,South,Texas,Houston,Men's Apparel,41.0,196,804.0,321.0,Online,2020,8,28
3997,Walmart,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293,1377.0,868.0,Online,2020,8,29
3998,Walmart,2020-08-30,South,Texas,Houston,Men's Street Footwear,37.0,268,992.0,486.0,Online,2020,8,30
3999,Walmart,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,41.0,259,1062.0,478.0,Online,2020,8,31
4000,Walmart,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.0,297,1158.0,533.0,Online,2020,9,1
4001,Walmart,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,38.0,189,718.0,424.0,Online,2020,9,2
4002,Walmart,2020-09-03,South,Texas,Houston,Men's Apparel,41.0,169,693.0,277.0,Online,2020,9,3
4003,Walmart,2020-09-04,South,Texas,Houston,Women's Apparel,46.0,225,1035.0,673.0,Online,2020,9,4
4004,Walmart,2020-09-05,South,Texas,Houston,Men's Street Footwear,44.0,255,1122.0,539.0,Online,2020,9,5
4005,Walmart,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,41.0,213,873.0,402.0,Online,2020,9,6
4006,Walmart,2020-09-07,South,Texas,Houston,Women's Street Footwear,46.0,234,1076.0,527.0,Online,2020,9,7
4007,Walmart,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,47.0,181,851.0,468.0,Online,2020,9,8
4008,Walmart,2020-09-09,South,Texas,Houston,Men's Apparel,44.0,175,770.0,331.0,Online,2020,9,9
4009,Walmart,2020-09-10,South,Texas,Houston,Women's Apparel,50.0,213,1065.0,682.0,Online,2020,9,10
4010,Walmart,2020-09-11,South,Texas,Houston,Men's Street Footwear,44.0,240,1056.0,528.0,Online,2020,9,11
4011,Walmart,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,43.0,216,929.0,437.0,Online,2020,9,12
4012,Walmart,2020-09-13,South,Texas,Houston,Women's Street Footwear,48.0,188,902.0,424.0,Online,2020,9,13
4013,Walmart,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,45.0,168,756.0,438.0,Online,2020,9,14
4014,Walmart,2020-09-15,South,Texas,Houston,Men's Apparel,42.0,150,630.0,258.0,Online,2020,9,15
4015,Walmart,2020-09-16,South,Texas,Houston,Women's Apparel,53.0,210,1113.0,690.0,Online,2020,9,16
4016,Walmart,2020-10-20,South,Texas,Houston,Men's Street Footwear,43.0,234,1006.0,493.0,Online,2020,10,20
4017,Walmart,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,43.0,243,1045.0,512.0,Online,2020,10,21
4018,Walmart,2020-10-22,South,Texas,Houston,Women's Street Footwear,47.0,206,968.0,465.0,Online,2020,10,22
4019,Walmart,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,48.0,203,974.0,536.0,Online,2020,10,23
4020,Walmart,2020-10-24,South,Texas,Houston,Men's Apparel,42.0,195,819.0,369.0,Online,2020,10,24
4021,Walmart,2020-10-25,South,Texas,Houston,Women's Apparel,51.0,247,1260.0,781.0,Online,2020,10,25
4022,Walmart,2020-10-26,South,Texas,Houston,Men's Street Footwear,41.0,238,976.0,468.0,Online,2020,10,26
4023,Walmart,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254.0,602.0,Online,2020,10,27
4024,Walmart,2020-10-28,South,Texas,Houston,Women's Street Footwear,47.0,255,1199.0,587.0,Online,2020,10,28
4025,Walmart,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,47.0,182,855.0,496.0,Online,2020,10,29
4026,Walmart,2020-10-30,South,Texas,Houston,Men's Apparel,42.0,169,710.0,319.0,Online,2020,10,30
4027,Walmart,2020-10-31,South,Texas,Houston,Women's Apparel,53.0,261,1383.0,858.0,Online,2020,10,31
4028,West Gear,2020-11-01,South,Texas,Houston,Men's Street Footwear,37.0,209,773.0,348.0,Online,2020,11,1
4029,West Gear,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,49.0,194,951.0,295.0,Online,2020,11,2
4030,West Gear,2020-11-03,South,Texas,Houston,Women's Street Footwear,46.0,217,998.0,449.0,Online,2020,11,3
4031,West Gear,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,48.0,175,840.0,336.0,Online,2020,11,4
4032,West Gear,2020-11-05,West,California,San Francisco,Men's Apparel,51.0,161,821.0,517.0,Online,2020,11,5
4033,West Gear,2020-11-06,West,California,San Francisco,Women's Apparel,49.0,233,1142.0,285.0,Online,2020,11,6
4034,West Gear,2020-11-07,West,California,San Francisco,Men's Street Footwear,37.0,223,825.0,413.0,Online,2020,11,7
4035,West Gear,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,49.0,210,1029.0,319.0,Online,2020,11,8
4036,West Gear,2020-11-09,West,California,San Francisco,Women's Street Footwear,49.0,196,960.0,471.0,Online,2020,11,9
4037,West Gear,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,47.0,150,705.0,296.0,Online,2020,11,10
4038,West Gear,2020-11-11,West,California,San Francisco,Men's Apparel,50.0,140,700.0,427.0,Online,2020,11,11
4039,West Gear,2020-11-12,West,California,San Francisco,Women's Apparel,46.0,182,837.0,234.0,Online,2020,11,12
4040,West Gear,2020-11-13,West,California,San Francisco,Men's Street Footwear,49.0,230,1127.0,507.0,Online,2020,11,13
4041,West Gear,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,58.0,175,1015.0,305.0,Online,2020,11,14
4042,West Gear,2020-11-15,West,California,San Francisco,Women's Street Footwear,55.0,203,1117.0,525.0,Online,2020,11,15
4043,West Gear,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,58.0,174,1009.0,434.0,Online,2020,12,22
4044,West Gear,2020-12-23,West,California,San Francisco,Men's Apparel,62.0,145,899.0,566.0,Online,2020,12,23
4045,West Gear,2020-12-24,West,California,San Francisco,Women's Apparel,54.0,210,1134.0,306.0,Online,2020,12,24
4046,West Gear,2020-12-25,West,California,San Francisco,Men's Street Footwear,56.0,228,1277.0,600.0,Online,2020,12,25
4047,West Gear,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,62.0,203,1259.0,378.0,Online,2020,12,26
4048,West Gear,2020-12-27,West,California,San Francisco,Women's Street Footwear,64.0,210,1344.0,672.0,Online,2020,12,27
4049,West Gear,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,54.0,188,1015.0,416.0,Online,2020,12,28
4050,West Gear,2020-12-29,West,California,San Francisco,Men's Apparel,59.0,152,897.0,583.0,Online,2020,12,29
4051,West Gear,2020-12-30,West,California,San Francisco,Women's Apparel,72.0,203,1462.0,395.0,Online,2020,12,30
4052,West Gear,2020-12-31,West,California,San Francisco,Men's Street Footwear,56.0,252,1411.0,706.0,Online,2020,12,31
4053,West Gear,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,64.0,225,1440.0,518.0,Online,2021,1,1
4054,West Gear,2021-01-02,West,California,San Francisco,Women's Street Footwear,60.0,218,1308.0,667.0,Online,2021,1,2
4055,West Gear,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,56.0,182,1019.0,459.0,Online,2021,1,3
4056,West Gear,2021-01-04,West,California,San Francisco,Men's Apparel,60.0,154,924.0,610.0,Online,2021,1,4
4057,West Gear,2021-01-05,West,California,San Francisco,Women's Apparel,72.0,189,1361.0,449.0,Online,2021,1,5
4058,West Gear,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,1529.0,764.0,Online,2021,1,6
4059,West Gear,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,63.0,248,1562.0,578.0,Online,2021,1,7
4060,West Gear,2021-01-08,West,California,San Francisco,Women's Street Footwear,64.0,206,1318.0,725.0,Online,2021,1,8
4061,West Gear,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,59.0,210,1239.0,607.0,Online,2021,1,9
4062,West Gear,2021-01-10,West,California,San Francisco,Men's Apparel,62.0,155,961.0,634.0,Online,2021,1,10
4063,West Gear,2021-01-11,West,California,San Francisco,Women's Apparel,72.0,219,1577.0,552.0,Online,2021,1,11
4064,West Gear,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,1551.0,698.0,Online,2021,1,12
4065,West Gear,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,59.0,245,1446.0,491.0,Online,2021,1,13
4066,West Gear,2021-01-14,West,California,San Francisco,Women's Street Footwear,62.0,248,1538.0,707.0,Online,2021,1,14
4067,West Gear,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,55.0,218,1199.0,480.0,Online,2021,1,15
4068,West Gear,2021-01-16,West,California,San Francisco,Men's Apparel,64.0,233,1491.0,954.0,Online,2021,1,16
4069,West Gear,2021-01-17,West,California,San Francisco,Women's Apparel,72.0,233,1678.0,487.0,Online,2021,1,17
4070,West Gear,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,1693.0,779.0,Online,2021,1,18
4071,West Gear,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,66.0,259,1709.0,513.0,Online,2021,1,19
4072,West Gear,2021-01-20,West,California,San Francisco,Women's Street Footwear,60.0,200,1200.0,564.0,Online,2021,1,20
4073,West Gear,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59.0,188,1109.0,455.0,Online,2021,1,21
4074,West Gear,2021-01-22,West,California,San Francisco,Men's Apparel,69.0,188,1297.0,791.0,Online,2021,1,22
4075,West Gear,2021-01-23,West,California,San Francisco,Women's Apparel,76.0,181,1376.0,344.0,Online,2021,1,23
4076,West Gear,2021-01-24,West,California,San Francisco,Men's Street Footwear,51.0,241,1229.0,516.0,Online,2021,1,24
4077,West Gear,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.0,268,1501.0,420.0,Online,2021,1,25
4078,West Gear,2021-01-26,West,California,San Francisco,Women's Street Footwear,52.0,225,1170.0,468.0,Online,2021,1,26
4079,West Gear,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,53.0,203,1076.0,377.0,Online,2021,1,27
4080,West Gear,2021-01-28,West,California,San Francisco,Men's Apparel,63.0,218,1373.0,797.0,Online,2021,1,28
4081,West Gear,2021-01-29,West,California,San Francisco,Women's Apparel,65.0,217,1411.0,339.0,Online,2021,1,29
4082,West Gear,2021-01-30,West,California,San Francisco,Men's Street Footwear,51.0,236,1204.0,542.0,Online,2021,1,30
4083,West Gear,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,59.0,219,1292.0,375.0,Online,2021,1,31
4084,West Gear,2021-02-01,West,California,San Francisco,Women's Street Footwear,50.0,182,910.0,382.0,Online,2021,2,1
4085,West Gear,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,51.0,203,1035.0,373.0,Online,2021,2,2
4086,West Gear,2021-02-03,West,California,San Francisco,Men's Apparel,59.0,182,1074.0,623.0,Online,2021,2,3
4087,West Gear,2021-02-04,West,California,San Francisco,Women's Apparel,63.0,196,1235.0,284.0,Online,2021,2,4
4088,West Gear,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.0,263,1368.0,602.0,Online,2021,2,5
4089,West Gear,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,58.0,236,1369.0,342.0,Online,2021,2,6
4090,West Gear,2021-02-07,West,California,San Francisco,Women's Street Footwear,50.0,210,1050.0,420.0,Online,2021,2,7
4091,West Gear,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,53.0,210,1113.0,445.0,Online,2021,2,8
4092,West Gear,2021-02-09,West,California,San Francisco,Men's Apparel,63.0,163,1027.0,585.0,Online,2021,2,9
4093,West Gear,2021-02-10,West,California,San Francisco,Women's Apparel,67.0,202,1353.0,284.0,Online,2021,2,10
4094,West Gear,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,1494.0,598.0,Online,2021,2,11
4095,West Gear,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583.0,428.0,Online,2021,2,12
4096,West Gear,2021-02-13,West,California,San Francisco,Women's Street Footwear,52.0,233,1212.0,485.0,Online,2021,2,13
4097,West Gear,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,51.0,194,989.0,396.0,Online,2021,2,14
4098,West Gear,2021-02-15,West,California,San Francisco,Men's Apparel,59.0,175,1033.0,620.0,Online,2021,2,15
4099,West Gear,2021-02-16,West,California,San Francisco,Women's Apparel,67.0,208,1394.0,321.0,Online,2021,2,16
4100,Kohl's,2021-02-17,West,California,San Francisco,Men's Street Footwear,32.0,203,650.0,331.0,Online,2021,2,17
4101,Kohl's,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,41.0,196,804.0,289.0,Online,2021,2,18
4102,Kohl's,2021-03-09,West,California,San Francisco,Women's Street Footwear,41.0,189,775.0,403.0,Online,2021,3,9
4103,Kohl's,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,41.0,160,656.0,321.0,Online,2021,3,10
4104,Kohl's,2021-03-11,West,California,Los Angeles,Men's Apparel,49.0,145,711.0,469.0,Online,2021,3,11
4105,Kohl's,2021-03-12,West,California,Los Angeles,Women's Apparel,41.0,182,746.0,231.0,Online,2021,3,12
4106,Kohl's,2021-03-13,West,California,Los Angeles,Men's Street Footwear,34.0,225,765.0,405.0,Online,2021,3,13
4107,Kohl's,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,195,839.0,335.0,Online,2021,3,14
4108,Kohl's,2021-03-15,West,California,Los Angeles,Women's Street Footwear,44.0,169,744.0,372.0,Online,2021,3,15
4109,Kohl's,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,41.0,152,623.0,305.0,Online,2021,3,16
4110,Kohl's,2021-03-17,West,California,Los Angeles,Men's Apparel,46.0,113,520.0,353.0,Online,2021,3,17
4111,Kohl's,2021-03-18,West,California,Los Angeles,Women's Apparel,41.0,176,722.0,216.0,Online,2021,3,18
4112,Kohl's,2021-03-19,West,California,Los Angeles,Men's Street Footwear,32.0,216,691.0,346.0,Online,2021,3,19
4113,Kohl's,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,41.0,195,800.0,280.0,Online,2021,3,20
4114,Kohl's,2021-03-21,West,California,Los Angeles,Women's Street Footwear,42.0,169,710.0,390.0,Online,2021,3,21
4115,Kohl's,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,631.0,284.0,Online,2021,3,22
4116,Kohl's,2021-03-23,West,California,Los Angeles,Men's Apparel,46.0,106,488.0,332.0,Online,2021,3,23
4117,Kohl's,2021-04-06,West,California,Los Angeles,Women's Apparel,41.0,188,771.0,270.0,Online,2021,4,6
4118,Kohl's,2021-04-07,West,California,Los Angeles,Men's Street Footwear,43.0,240,1032.0,516.0,Online,2021,4,7
4119,Kohl's,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,49.0,156,764.0,275.0,Online,2021,4,8
4120,Kohl's,2021-04-09,West,California,Los Angeles,Women's Street Footwear,49.0,175,858.0,472.0,Online,2021,4,9
4121,Kohl's,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,43.0,152,654.0,320.0,Online,2021,4,10
4122,Kohl's,2021-04-11,West,California,Los Angeles,Men's Apparel,49.0,119,583.0,385.0,Online,2021,4,11
4123,Kohl's,2021-04-12,West,California,Los Angeles,Women's Apparel,62.0,174,1079.0,356.0,Online,2021,4,12
4124,Kohl's,2021-04-13,West,California,Los Angeles,Men's Street Footwear,41.0,208,853.0,443.0,Online,2021,4,13
4125,Kohl's,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,47.0,169,794.0,278.0,Online,2021,4,14
4126,Kohl's,2021-04-15,West,California,Los Angeles,Women's Street Footwear,45.0,163,734.0,381.0,Online,2021,4,15
4127,Kohl's,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,631.0,303.0,Online,2021,4,16
4128,Kohl's,2021-04-17,West,California,Los Angeles,Men's Apparel,45.0,131,590.0,383.0,Online,2021,4,17
4129,Kohl's,2021-04-18,West,California,Los Angeles,Women's Apparel,64.0,181,1158.0,359.0,Online,2021,4,18
4130,Kohl's,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270,1188.0,653.0,Online,2021,4,19
4131,Kohl's,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,47.0,225,1058.0,370.0,Online,2021,4,20
4132,Kohl's,2021-04-21,West,California,Los Angeles,Women's Street Footwear,48.0,203,974.0,536.0,Online,2021,4,21
4133,Kohl's,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,44.0,175,770.0,370.0,Online,2021,4,22
4134,Kohl's,2021-04-23,West,California,Los Angeles,Men's Apparel,45.0,125,563.0,388.0,Online,2021,4,23
4135,Kohl's,2021-04-24,West,California,Los Angeles,Women's Apparel,60.0,200,1200.0,372.0,Online,2021,4,24
4136,Kohl's,2021-04-25,West,California,Los Angeles,Men's Street Footwear,41.0,238,976.0,498.0,Online,2021,4,25
4137,Kohl's,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,46.0,216,994.0,378.0,Online,2021,4,26
4138,Kohl's,2021-04-27,West,California,Los Angeles,Women's Street Footwear,47.0,218,1025.0,533.0,Online,2021,4,27
4139,Kohl's,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,44.0,189,832.0,399.0,Online,2021,4,28
4140,Kohl's,2021-04-29,West,California,Los Angeles,Men's Apparel,46.0,189,869.0,574.0,Online,2021,4,29
4141,Kohl's,2021-04-30,West,California,Los Angeles,Women's Apparel,59.0,203,1198.0,359.0,Online,2021,4,30
4142,Kohl's,2021-05-01,West,California,Los Angeles,Men's Street Footwear,47.0,252,1184.0,616.0,Online,2021,5,1
4143,Kohl's,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,51.0,221,1127.0,451.0,Online,2021,5,2
4144,Kohl's,2021-05-03,West,California,Los Angeles,Women's Street Footwear,48.0,218,1046.0,534.0,Online,2021,5,3
4145,Kohl's,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,47.0,169,794.0,381.0,Online,2021,5,4
4146,Kohl's,2021-05-05,West,California,Los Angeles,Men's Apparel,58.0,182,1056.0,707.0,Online,2021,5,5
4147,Kohl's,2021-05-06,West,California,Los Angeles,Women's Apparel,61.0,189,1153.0,404.0,Online,2021,5,6
4148,Kohl's,2021-05-07,West,California,Los Angeles,Men's Street Footwear,47.0,213,1001.0,541.0,Online,2021,5,7
4149,Kohl's,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,247,1235.0,457.0,Online,2021,5,8
4150,Kohl's,2021-05-09,West,California,Los Angeles,Women's Street Footwear,46.0,196,902.0,451.0,Online,2021,5,9
4151,Kohl's,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,46.0,176,810.0,405.0,Online,2021,5,10
4152,Kohl's,2021-05-11,West,California,Los Angeles,Men's Apparel,58.0,163,945.0,633.0,Online,2021,5,11
4153,Kohl's,2021-05-12,West,California,Los Angeles,Women's Apparel,59.0,189,1115.0,346.0,Online,2021,5,12
4154,Kohl's,2021-05-13,West,California,Los Angeles,Men's Street Footwear,49.0,224,1098.0,549.0,Online,2021,5,13
4155,Kohl's,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,51.0,232,1183.0,426.0,Online,2021,5,14
4156,Kohl's,2021-05-15,West,California,Los Angeles,Women's Street Footwear,49.0,176,862.0,440.0,Online,2021,5,15
4157,Kohl's,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,48.0,175,840.0,378.0,Online,2021,5,16
4158,Kohl's,2021-05-17,West,California,Los Angeles,Men's Apparel,56.0,174,974.0,663.0,Online,2021,5,17
4159,Kohl's,2021-05-18,West,California,Los Angeles,Women's Apparel,62.0,176,1091.0,382.0,Online,2021,5,18
4160,Kohl's,2021-05-19,West,California,Los Angeles,Men's Street Footwear,49.0,231,1132.0,566.0,Online,2021,5,19
4161,Kohl's,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,54.0,215,1161.0,441.0,Online,2021,5,20
4162,Kohl's,2021-05-21,West,California,Los Angeles,Women's Street Footwear,47.0,169,794.0,397.0,Online,2021,5,21
4163,Kohl's,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,47.0,176,827.0,372.0,Online,2021,5,22
4164,Kohl's,2021-05-23,West,California,Los Angeles,Men's Apparel,55.0,174,957.0,660.0,Online,2021,5,23
